"name"	"country_code"	"2015"	"2020"	"2025"	"2030"	"2035"	"2040"	"2045"	"2050"	"2055"	"2060"	"2065"	"2070"	"2075"	"2080"	"2085"	"2090"	"2095"	"2100"
"Singapore"	702	2765.035	3113.005	3470.731	3867.678	4263.756	4642.178	5056.688	5450.641	5823.138	6130.779	6485.482	6962.811	7361.875	7761.657	8115.906	8245.456	8692.878	9207.101
"Thailand"	764	33494.789	34334.423	34751.401	35010.561	35271.082	35203.735	35035.83	34652.738	34191.898	33760.458	33505.435	33201.248	32955.826	32632.583	32664.953	32705.401	32446.732	32537.4
"Timor-Leste"	626	601.573	750.053	898.792	1061.016	1213.567	1387.926	1578.986	1757.969	1971.669	2199.47	2433.356	2647.346	2919.221	3120.868	3351.717	3607.099	3841.535	4110.892
"Viet Nam"	704	46224.469	49041.28	51525.607	53475.979	55093.409	56386.981	57639.152	58775.299	59568.611	60174.309	60452.04	60461.731	60736.523	60937.543	61117.188	61253.906	61009.405	61183.999
"Armenia"	51	1399.511	1523.713	1637.512	1726.254	1824.815	1920.119	1975.59	2051.338	2158.79	2208.592	2203.171	2219.042	2291.271	2287.157	2313.343	2330.711	2360.004	2331.095
"Azerbaijan"	31	4855.546	5200.327	5456.249	5641.062	5810.995	5987.003	6139.832	6273.707	6394.937	6513.097	6617.555	6702.175	6834.179	6935.266	7058.431	7217.29	7362.788	7493.18
"Bahrain"	48	853.607	1070.484	1206.596	1297.029	1342.5	1400.259	1433.203	1416.126	1398.677	1400.337	1389.02	1410.911	1414.567	1422.496	1466.913	1471.129	1510.669	1523.831
"Cyprus"	196	594.492	644.971	691.593	735.392	778.973	820.049	864.885	904.043	931.348	963.724	1004.474	1032.437	1042.32	1061.005	1076.824	1078.231	1086.739	1098.333
"Georgia"	268	1908.151	1893.061	1894.404	1915.974	1921.767	1937.099	1964.828	1989.484	1960.043	1989.317	2012.596	2048.802	2075.356	2123.733	2151.773	2231.757	2224.957	2310.078
"Iraq"	368	18436.977	21802.452	25556.596	29591.022	34077.774	38770.673	43912.393	49380.127	55501.846	61205.575	68320.995	75085.777	82705.529	90358.216	98896.091	107389.182	116668.358	125550.321
"Israel"	376	3998.623	4533.386	5092.153	5699.43	6363.576	7084.365	7780.849	8543.848	9322.599	10068.209	10913.029	11724.465	12620.765	13596.799	14898.398	15515.252	16588.967	17102.404
"Jordan"	400	3889.014	4852.553	5735.157	6705.028	7642.101	8538.183	9514.891	10283.822	11336.604	12253.977	12983.556	14021.975	14983.927	15640.253	16155.017	17108.907	18040.01	18468.826
"Kuwait"	414	2186.436	3339.93	4101.025	4749.384	5103.539	5422.665	5836.697	6065.394	6271.953	6479.51	6713.214	6751.772	7002.811	7086.53	7392.081	7537.595	7667.068	7782.136
"Lebanon"	422	2938.529	3576.88	3849.316	4114.363	4525.873	5029.098	5567.004	6044.746	6611.342	7022.706	7322.752	7796.782	8103.745	8494.586	8671.818	9088.208	9592.606	9740.857
"Oman"	512	2978.627	5125.905	7088.898	8745.426	10163.828	11327.126	12047.275	12493.874	12551.2	12437.381	12071.63	11742.15	11410.922	11260.675	11072.937	10944.238	10788.751	10595.461
"Qatar"	634	1623.719	2396.392	3082.58	3675.344	3995.137	4305.904	4558.518	4921.033	5167.389	5350.892	5522.937	5707.044	5916.523	6062.057	6189.754	6194.093	6250.637	6408.342
"Saudi Arabia"	682	17835.91	20550.877	22817.39	24838.5	26718.741	28108.325	29048.477	29819.488	30490.877	30682.121	30742.099	30888.997	31480.198	31609.207	31884.44	31902.192	32290.916	32643.791
"State of Palestine"	275	2366.75	2924.154	3513.745	4170.107	4836.447	5559.594	6324.524	7165.063	8054.539	8969.767	9640.54	10508.01	11436.953	11942.254	12606.732	13163.419	13840.895	14502.681
"Syrian Arab Republic"	760	9366.509	10213.515	11190.191	12276.685	13315.679	14476.707	15406.049	16479.741	17677.64	18858.988	19927.009	20795.341	21607.365	22235.801	22942.663	23073.927	23549.294	23633.254
"Turkey"	792	38674.562	42148.491	45605.638	49068.413	52504.604	56448.041	60365.352	63975.225	66865.206	70158.31	73138.095	75895.829	78118.425	81000.207	83773.498	86015.374	87771.051	89995.982
