"country_code"	"name"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"	"2050-2055"	"2055-2060"	"2060-2065"	"2065-2070"	"2070-2075"	"2075-2080"	"2080-2085"	"2085-2090"	"2090-2095"	"2095-2100"
208	"Denmark"	4.678	4.848	5.05	5.079	5.1	5.107	5.103	5.094	5.084	5.073	5.066	5.066	5.067	5.061	5.052	5.034	5.011
233	"Estonia"	5.79	7.748	7.513	7.653	7.767	7.843	7.885	7.878	7.824	7.767	7.742	7.754	7.793	7.85	7.906	7.951	7.991
246	"Finland"	5.663	5.516	5.688	5.624	5.565	5.517	5.483	5.444	5.38	5.287	5.183	5.078	4.979	4.904	4.862	4.85	4.862
352	"Iceland"	2.914	3.423	3.874	3.901	3.917	3.916	3.905	3.888	3.866	3.848	3.85	3.879	3.93	4.002	4.106	4.249	4.417
372	"Ireland"	3.781	6.862	7.334	7.804	8.235	8.596	8.872	9.065	9.229	9.383	9.506	9.594	9.663	9.727	9.778	9.79	9.775
428	"Latvia"	0.828	3.327	5.072	5.389	5.699	5.994	6.283	6.568	6.83	7.055	7.236	7.381	7.498	7.589	7.668	7.745	7.828
440	"Lithuania"	-4.901	-2.29	-0.575	0.345	1.22	1.999	2.632	3.104	3.43	3.652	3.819	3.974	4.172	4.452	4.802	5.206	5.638
578	"Norway"	11.576	11.871	12.276	12.312	12.339	12.355	12.374	12.403	12.431	12.448	12.458	12.467	12.461	12.427	12.361	12.264	12.154
752	"Sweden"	7.231	7.3	7.145	6.967	6.798	6.643	6.511	6.406	6.325	6.259	6.205	6.153	6.109	6.081	6.071	6.069	6.071
826	"United Kingdom"	4.343	4.582	4.747	4.772	4.787	4.79	4.775	4.745	4.711	4.682	4.66	4.636	4.614	4.594	4.576	4.558	4.54
8	"Albania"	6.45	8.945	9.923	10.338	10.722	11.049	11.263	11.351	11.356	11.316	11.256	11.224	11.265	11.37	11.516	11.663	11.794
70	"Bosnia and Herzegovina"	10.57	12.317	12.279	12.313	12.32	12.258	12.09	11.819	11.483	11.118	10.77	10.505	10.394	10.469	10.694	11.009	11.356
191	"Croatia"	2.795	3.199	3.462	3.521	3.572	3.6	3.613	3.624	3.639	3.658	3.681	3.703	3.713	3.702	3.67	3.625	3.573
300	"Greece"	3.449	4.709	5.383	5.576	5.76	5.923	6.063	6.174	6.247	6.288	6.315	6.333	6.347	6.356	6.348	6.318	6.278
380	"Italy"	3.705	4.1	4.128	4.185	4.23	4.258	4.266	4.251	4.216	4.171	4.134	4.119	4.124	4.144	4.187	4.256	4.346
470	"Malta"	6.017	6.66	7.362	7.421	7.469	7.502	7.516	7.503	7.466	7.423	7.379	7.33	7.26	7.169	7.065	6.955	6.84
